game_id,team1_id,tore_heim,tore_aus,team2_id,liga,datetime,tor_diff,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
15919,53,2,0,41,bundesliga,2015-10-03,2,5529.0,2059.0,2064.0,503.0,5340.0,4533.0,4748.0,827.0,4176.0,4567.0,4922.0,712.0,1898.0,2868.0,1976.0,1781.0,5534.0,5152.0,4583.0,1780.0,4192.0,4236.0
15920,5,1,0,28,bundesliga,2015-10-03,1,2377.0,36.0,1965.0,4382.0,2586.0,3865.0,1296.0,4694.0,1974.0,4756.0,2668.0,974.0,618.0,2569.0,1422.0,1327.0,614.0,916.0,4635.0,17.0,2024.0,3572.0
15921,40,3,0,54,bundesliga,2015-10-03,3,3982.0,1032.0,88.0,1615.0,3086.0,4025.0,248.0,343.0,1717.0,1388.0,309.0,4525.0,930.0,4210.0,2702.0,3204.0,4122.0,2950.0,1558.0,4437.0,1036.0,565.0
15922,37,2,2,2,bundesliga,2015-10-03,0,3088.0,4070.0,4507.0,670.0,2661.0,470.0,739.0,5125.0,2648.0,1494.0,822.0,1943.0,4656.0,2503.0,3871.0,2350.0,5103.0,2439.0,3635.0,1004.0,3174.0,3161.0
15923,46,2,0,39,bundesliga,2015-10-03,2,1068.0,3854.0,5115.0,755.0,4069.0,339.0,3748.0,1212.0,2414.0,3730.0,2209.0,1747.0,3199.0,964.0,3944.0,3402.0,4564.0,358.0,5439.0,958.0,1221.0,1991.0
15924,35,0,3,49,bundesliga,2015-10-04,-3,3176.0,5061.0,1918.0,33.0,147.0,1629.0,5137.0,3783.0,2471.0,140.0,331.0,4362.0,495.0,4901.0,600.0,2662.0,603.0,286.0,224.0,3985.0,4886.0,1995.0
15925,44,5,1,10,bundesliga,2015-10-04,4,809.0,2411.0,593.0,2771.0,370.0,5173.0,1961.0,3477.0,2608.0,784.0,4075.0,3544.0,4598.0,1723.0,1619.0,3874.0,2091.0,4082.0,2086.0,60.0,3920.0,536.0
15926,36,1,1,1,bundesliga,2015-10-04,0,2497.0,179.0,2743.0,2817.0,1133.0,61.0,412.0,4604.0,2625.0,3339.0,5518.0,730.0,5322.0,1273.0,1576.0,2365.0,4234.0,4217.0,1774.0,3039.0,2469.0,76.0
15927,55,0,2,10,bundesliga,2015-10-16,-2,1347.0,1022.0,855.0,3911.0,3488.0,743.0,5176.0,1160.0,4341.0,1775.0,1037.0,3544.0,4737.0,1723.0,1619.0,4807.0,4082.0,2086.0,60.0,3920.0,536.0,1905.0
15928,35,2,1,40,bundesliga,2015-10-17,1,3176.0,5061.0,2409.0,33.0,408.0,1629.0,5137.0,3783.0,2471.0,3383.0,140.0,3982.0,1640.0,1032.0,1615.0,3086.0,4025.0,248.0,343.0,1717.0,1388.0,309.0
15929,41,4,2,37,bundesliga,2015-10-17,2,712.0,4909.0,2868.0,1976.0,4583.0,652.0,1780.0,5012.0,1852.0,63.0,4236.0,3088.0,4070.0,4507.0,670.0,2661.0,470.0,739.0,5125.0,3301.0,1494.0,822.0
15930,54,0,0,36,bundesliga,2015-10-17,0,1735.0,930.0,4210.0,2702.0,3204.0,2950.0,1558.0,4437.0,1650.0,1036.0,565.0,2497.0,179.0,2743.0,2817.0,3071.0,61.0,5314.0,3339.0,3098.0,2971.0,5518.0
15931,1,0,2,43,bundesliga,2015-10-17,-2,730.0,5322.0,1273.0,561.0,2365.0,4234.0,4217.0,1774.0,3039.0,2262.0,2213.0,2727.0,2462.0,3910.0,2601.0,1364.0,2801.0,1077.0,3055.0,3822.0,4781.0,5220.0
15932,28,0,1,44,bundesliga,2015-10-17,-1,974.0,618.0,2569.0,1327.0,3063.0,4000.0,4635.0,17.0,525.0,2024.0,3572.0,809.0,2411.0,1707.0,593.0,1002.0,370.0,5173.0,3477.0,2608.0,4030.0,4075.0
15933,39,1,5,53,bundesliga,2015-10-17,-4,1747.0,2996.0,3199.0,964.0,3944.0,1148.0,358.0,5439.0,1221.0,1991.0,651.0,3884.0,2059.0,2064.0,503.0,5340.0,4533.0,4748.0,827.0,4176.0,4567.0,4922.0
15934,49,0,1,5,bundesliga,2015-10-18,-1,4362.0,495.0,4901.0,600.0,2662.0,603.0,286.0,224.0,3985.0,4886.0,1995.0,2377.0,36.0,1965.0,4382.0,2586.0,3865.0,1296.0,4694.0,1974.0,4756.0,2668.0
15935,2,1,0,46,bundesliga,2015-10-18,1,1943.0,4656.0,2503.0,3871.0,2350.0,5103.0,2439.0,3635.0,1004.0,3174.0,3161.0,1068.0,1029.0,3854.0,5115.0,755.0,4069.0,1212.0,2414.0,874.0,2209.0,4068.0
15936,37,0,1,54,bundesliga,2015-10-23,-1,3088.0,4070.0,670.0,2661.0,470.0,5125.0,2648.0,3301.0,4150.0,1494.0,822.0,1735.0,930.0,4210.0,2702.0,1802.0,2950.0,1558.0,1650.0,1036.0,1035.0,565.0
15937,44,4,0,49,bundesliga,2015-10-24,4,809.0,2411.0,593.0,1002.0,3477.0,2608.0,1114.0,4030.0,1067.0,784.0,4075.0,4362.0,495.0,4901.0,3426.0,2662.0,4074.0,286.0,224.0,3985.0,4886.0,5438.0
15938,36,4,3,2,bundesliga,2015-10-24,1,2497.0,2817.0,3071.0,1133.0,4604.0,5314.0,2625.0,3339.0,3098.0,1155.0,2971.0,1943.0,4656.0,2503.0,3871.0,1945.0,2350.0,4613.0,5103.0,3635.0,1004.0,3174.0
15939,5,1,2,39,bundesliga,2015-10-24,-1,2377.0,87.0,2136.0,3865.0,4756.0,36.0,1974.0,4382.0,1965.0,4694.0,2684.0,2668.0,1747.0,4564.0,3944.0,3402.0,2782.0,358.0,5439.0,958.0,1991.0,964.0
15940,55,1,3,28,bundesliga,2015-10-24,-2,1347.0,2690.0,1022.0,3488.0,2645.0,743.0,1160.0,4341.0,1418.0,1775.0,1037.0,974.0,618.0,2569.0,1327.0,614.0,4000.0,916.0,4635.0,17.0,2024.0,3572.0
15941,43,0,1,41,bundesliga,2015-10-24,-1,2727.0,2462.0,3910.0,2601.0,1364.0,2801.0,1077.0,3055.0,3822.0,2940.0,5220.0,712.0,4909.0,2868.0,1976.0,652.0,1780.0,5012.0,1852.0,3273.0,63.0,4236.0
